date,channel,campaign,creative_type,product_id,product_name,category,ad_spend,clicks,conversions,conversion_rate,attributed_revenue,ROAS,coupon_campaign,rating_signal,impressions,click_through_rate,brand_search_term
2025-06-15,Google,검색 수요 포착,search,4,무광 세라믹 접시 세트,주방,1609.04,18,2,0.1111,45122,2804.27,False,3.708076923076923,266,0.0677,무광 세라믹 접시 세트 Google
2025-06-15,Naver,검색 수요 포착,search,4,무광 세라믹 접시 세트,주방,2474.89,26,5,0.1923,129849,5246.66,False,3.708076923076923,298,0.0872,무광 세라믹 접시 세트 Naver
2025-06-15,Instagram,브랜드 퍼포먼스,reels,4,무광 세라믹 접시 세트,주방,1373.79,15,2,0.1333,44784,3259.89,False,3.708076923076923,271,0.0554,무광 세라믹 접시 세트 Instagram
2025-06-15,Meta,브랜드 퍼포먼스,carousel,5,북유럽 패브릭 포스터,인테리어,1064.7,8,1,0.125,12695,1192.36,False,4.283653846153846,165,0.0485,북유럽 패브릭 포스터 Meta
2025-06-15,Google,쿠폰 리커버리,coupon_banner,5,북유럽 패브릭 포스터,인테리어,900.0,8,0,0.0,0,0.0,True,4.283653846153846,117,0.0684,북유럽 패브릭 포스터 Google
2025-06-15,Naver,쿠폰 리커버리,coupon_banner,5,북유럽 패브릭 포스터,인테리어,900.0,13,1,0.0769,11156,1239.56,True,4.283653846153846,180,0.0722,북유럽 패브릭 포스터 Naver
2025-06-15,Instagram,브랜드 퍼포먼스,reels,5,북유럽 패브릭 포스터,인테리어,1495.78,13,1,0.0769,11380,760.81,False,4.283653846153846,237,0.0549,북유럽 패브릭 포스터 Instagram
2025-06-15,Meta,브랜드 퍼포먼스,video,6,대용량 디퓨저,생활,2780.06,31,2,0.0645,46679,1679.07,False,4.431923076923076,670,0.0463,대용량 디퓨저 Meta
2025-06-15,Google,쿠폰 리커버리,coupon_banner,6,대용량 디퓨저,생활,3197.26,39,2,0.0513,46970,1469.07,True,4.431923076923076,580,0.0672,대용량 디퓨저 Google
2025-06-15,Naver,브랜드 퍼포먼스,brand_banner,6,대용량 디퓨저,생활,3444.08,30,0,0.0,0,0.0,False,4.431923076923076,507,0.0592,대용량 디퓨저 Naver
2025-06-15,Instagram,브랜드 퍼포먼스,carousel,6,대용량 디퓨저,생활,1804.61,24,2,0.0833,41714,2311.52,False,4.431923076923076,417,0.0576,대용량 디퓨저 Instagram
2025-06-15,Meta,브랜드 퍼포먼스,carousel,7,아로마 캔들 세트,생활,2387.76,18,2,0.1111,58236,2438.94,False,3.8798076923076925,397,0.0453,아로마 캔들 세트 Meta
2025-06-15,Google,쿠폰 리커버리,coupon_banner,7,아로마 캔들 세트,생활,2822.12,27,3,0.1111,74119,2626.36,True,3.8798076923076925,437,0.0618,아로마 캔들 세트 Google
2025-06-15,Naver,검색 수요 포착,search,7,아로마 캔들 세트,생활,2832.3,39,3,0.0769,73327,2588.95,False,3.8798076923076925,440,0.0886,아로마 캔들 세트 Naver
2025-06-15,Instagram,브랜드 퍼포먼스,reels,7,아로마 캔들 세트,생활,1520.46,8,1,0.125,26319,1730.99,False,3.8798076923076925,153,0.0523,아로마 캔들 세트 Instagram
2025-06-15,Meta,브랜드 퍼포먼스,video,8,무선 미니 가습기,가전,2114.89,27,0,0.0,0,0.0,False,4.1375,633,0.0427,무선 미니 가습기 Meta
2025-06-15,Google,쿠폰 리커버리,coupon_banner,8,무선 미니 가습기,가전,4335.54,42,4,0.0952,127357,2937.51,True,4.1375,633,0.0664,무선 미니 가습기 Google
2025-06-15,Naver,검색 수요 포착,search,8,무선 미니 가습기,가전,3146.09,45,1,0.0222,37400,1188.78,False,4.1375,587,0.0767,무선 미니 가습기 Naver
2025-06-15,Instagram,브랜드 퍼포먼스,reels,8,무선 미니 가습기,가전,2372.71,22,3,0.1364,122359,5156.92,False,4.1375,431,0.051,무선 미니 가습기 Instagram
2025-06-15,Meta,쿠폰 리커버리,coupon_banner,9,탁상용 저소음 선풍기,가전,7442.61,76,7,0.0921,309818,4162.76,True,3.955769230769231,1340,0.0567,탁상용 저소음 선풍기 Meta
2025-06-15,Google,검색 수요 포착,search,9,탁상용 저소음 선풍기,가전,13513.2,183,10,0.0546,480520,3555.93,False,3.955769230769231,2132,0.0858,탁상용 저소음 선풍기 Google
2025-06-15,Naver,쿠폰 리커버리,coupon_banner,9,탁상용 저소음 선풍기,가전,11078.98,117,13,0.1111,663491,5988.74,True,3.955769230769231,1865,0.0627,탁상용 저소음 선풍기 Naver
2025-06-15,Instagram,브랜드 퍼포먼스,carousel,9,탁상용 저소음 선풍기,가전,7919.0,66,5,0.0758,210896,2663.16,False,3.955769230769231,1363,0.0484,탁상용 저소음 선풍기 Instagram
2025-06-15,Meta,브랜드 퍼포먼스,video,10,프리미엄 호텔 침구 세트,침실,4885.26,40,1,0.025,53093,1086.8,False,4.291730769230769,931,0.043,프리미엄 호텔 침구 세트 Meta
2025-06-15,Google,검색 수요 포착,search,10,프리미엄 호텔 침구 세트,침실,7991.21,108,5,0.0463,303718,3800.65,False,4.291730769230769,1024,0.1055,프리미엄 호텔 침구 세트 Google
2025-06-15,Naver,브랜드 퍼포먼스,brand_banner,10,프리미엄 호텔 침구 세트,침실,4459.14,36,3,0.0833,156762,3515.52,False,4.291730769230769,566,0.0636,프리미엄 호텔 침구 세트 Naver
2025-06-15,Instagram,브랜드 퍼포먼스,reels,10,프리미엄 호텔 침구 세트,침실,3328.28,30,4,0.1333,281322,8452.48,False,4.291730769230769,581,0.0516,프리미엄 호텔 침구 세트 Instagram
2025-06-16,Meta,쿠폰 리커버리,coupon_banner,1,감성 무드등,조명,2015.57,19,2,0.1053,91902,4559.6,True,4.383461538461538,298,0.0638,감성 무드등 Meta
2025-06-16,Google,검색 수요 포착,shopping,1,감성 무드등,조명,1999.14,18,3,0.1667,111288,5566.78,False,4.383461538461538,225,0.08,감성 무드등 Google
2025-06-16,Naver,쿠폰 리커버리,coupon_banner,1,감성 무드등,조명,1481.54,13,0,0.0,0,0.0,True,4.383461538461538,214,0.0607,감성 무드등 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,influencer,1,감성 무드등,조명,1694.3,12,2,0.1667,69405,4096.39,False,4.383461538461538,258,0.0465,감성 무드등 Instagram
2025-06-16,Meta,브랜드 퍼포먼스,carousel,2,메모리폼 경추 베개,침실,2035.95,14,0,0.0,0,0.0,False,4.529230769230768,240,0.0583,메모리폼 경추 베개 Meta
2025-06-16,Google,쿠폰 리커버리,coupon_banner,2,메모리폼 경추 베개,침실,3035.51,28,0,0.0,0,0.0,True,4.529230769230768,464,0.0603,메모리폼 경추 베개 Google
2025-06-16,Naver,브랜드 퍼포먼스,brand_banner,2,메모리폼 경추 베개,침실,2109.76,8,1,0.125,29388,1392.95,False,4.529230769230768,128,0.0625,메모리폼 경추 베개 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,reels,2,메모리폼 경추 베개,침실,1481.64,17,1,0.0588,33763,2278.76,False,4.529230769230768,340,0.05,메모리폼 경추 베개 Instagram
2025-06-16,Meta,브랜드 퍼포먼스,video,3,원목 핸들 머그컵,주방,2065.83,18,0,0.0,0,0.0,False,4.162307692307692,404,0.0446,원목 핸들 머그컵 Meta
2025-06-16,Google,검색 수요 포착,search,3,원목 핸들 머그컵,주방,2535.73,32,2,0.0625,34274,1351.64,False,4.162307692307692,342,0.0936,원목 핸들 머그컵 Google
2025-06-16,Naver,쿠폰 리커버리,coupon_banner,3,원목 핸들 머그컵,주방,3145.73,37,2,0.0541,30896,982.16,True,4.162307692307692,607,0.061,원목 핸들 머그컵 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,carousel,3,원목 핸들 머그컵,주방,1474.71,15,1,0.0667,16735,1134.8,False,4.162307692307692,281,0.0534,원목 핸들 머그컵 Instagram
2025-06-16,Meta,쿠폰 리커버리,coupon_banner,4,무광 세라믹 접시 세트,주방,2422.73,25,2,0.08,49282,2034.15,True,3.708076923076923,346,0.0723,무광 세라믹 접시 세트 Meta
2025-06-16,Google,쿠폰 리커버리,coupon_banner,4,무광 세라믹 접시 세트,주방,3134.27,38,5,0.1316,138236,4410.47,True,3.708076923076923,595,0.0639,무광 세라믹 접시 세트 Google
2025-06-16,Naver,검색 수요 포착,search,4,무광 세라믹 접시 세트,주방,3535.77,48,2,0.0417,43964,1243.41,False,3.708076923076923,629,0.0763,무광 세라믹 접시 세트 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,reels,4,무광 세라믹 접시 세트,주방,2073.55,21,2,0.0952,42229,2036.55,False,3.708076923076923,419,0.0501,무광 세라믹 접시 세트 Instagram
2025-06-16,Meta,쿠폰 리커버리,coupon_banner,5,북유럽 패브릭 포스터,인테리어,900.0,11,1,0.0909,10406,1156.22,True,4.283653846153846,188,0.0585,북유럽 패브릭 포스터 Meta
2025-06-16,Google,쿠폰 리커버리,coupon_banner,5,북유럽 패브릭 포스터,인테리어,900.0,8,0,0.0,0,0.0,True,4.283653846153846,114,0.0702,북유럽 패브릭 포스터 Google
2025-06-16,Naver,쿠폰 리커버리,coupon_banner,5,북유럽 패브릭 포스터,인테리어,900.0,13,0,0.0,0,0.0,True,4.283653846153846,221,0.0588,북유럽 패브릭 포스터 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,carousel,5,북유럽 패브릭 포스터,인테리어,900.0,8,1,0.125,11583,1287.0,False,4.283653846153846,168,0.0476,북유럽 패브릭 포스터 Instagram
2025-06-16,Meta,브랜드 퍼포먼스,carousel,6,대용량 디퓨저,생활,1268.16,16,2,0.125,43279,3412.73,False,4.431923076923076,287,0.0557,대용량 디퓨저 Meta
2025-06-16,Google,쿠폰 리커버리,coupon_banner,6,대용량 디퓨저,생활,1451.39,25,2,0.08,44856,3090.55,True,4.431923076923076,354,0.0706,대용량 디퓨저 Google
2025-06-16,Naver,검색 수요 포착,search,6,대용량 디퓨저,생활,1941.78,26,3,0.1154,52899,2724.25,False,4.431923076923076,274,0.0949,대용량 디퓨저 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,reels,6,대용량 디퓨저,생활,1159.88,16,0,0.0,0,0.0,False,4.431923076923076,301,0.0532,대용량 디퓨저 Instagram
2025-06-16,Meta,브랜드 퍼포먼스,video,7,아로마 캔들 세트,생활,2049.17,19,1,0.0526,27282,1331.37,False,3.8798076923076925,574,0.0331,아로마 캔들 세트 Meta
2025-06-16,Google,쿠폰 리커버리,coupon_banner,7,아로마 캔들 세트,생활,2921.6,32,1,0.0312,27949,956.63,True,3.8798076923076925,531,0.0603,아로마 캔들 세트 Google
2025-06-16,Naver,쿠폰 리커버리,coupon_banner,7,아로마 캔들 세트,생활,2820.13,25,1,0.04,26387,935.67,True,3.8798076923076925,403,0.062,아로마 캔들 세트 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,carousel,7,아로마 캔들 세트,생활,1663.11,8,0,0.0,0,0.0,False,3.8798076923076925,145,0.0552,아로마 캔들 세트 Instagram
2025-06-16,Meta,브랜드 퍼포먼스,carousel,8,무선 미니 가습기,가전,1765.94,15,1,0.0667,31226,1768.24,False,4.1375,308,0.0487,무선 미니 가습기 Meta
2025-06-16,Google,검색 수요 포착,shopping,8,무선 미니 가습기,가전,3251.99,43,6,0.1395,180768,5558.68,False,4.1375,525,0.0819,무선 미니 가습기 Google
2025-06-16,Naver,검색 수요 포착,search,8,무선 미니 가습기,가전,2457.91,26,1,0.0385,32855,1336.7,False,4.1375,282,0.0922,무선 미니 가습기 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,influencer,8,무선 미니 가습기,가전,1941.11,8,0,0.0,0,0.0,False,4.1375,182,0.044,무선 미니 가습기 Instagram
2025-06-16,Meta,브랜드 퍼포먼스,carousel,9,탁상용 저소음 선풍기,가전,1819.8,18,1,0.0556,41562,2283.87,False,3.955769230769231,411,0.0438,탁상용 저소음 선풍기 Meta
2025-06-16,Google,쿠폰 리커버리,coupon_banner,9,탁상용 저소음 선풍기,가전,4141.78,33,2,0.0606,104612,2525.77,True,3.955769230769231,512,0.0645,탁상용 저소음 선풍기 Google
2025-06-16,Naver,쿠폰 리커버리,coupon_banner,9,탁상용 저소음 선풍기,가전,3252.75,32,2,0.0625,104155,3202.06,True,3.955769230769231,563,0.0568,탁상용 저소음 선풍기 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,reels,9,탁상용 저소음 선풍기,가전,2537.24,26,2,0.0769,93784,3696.3,False,3.955769230769231,505,0.0515,탁상용 저소음 선풍기 Instagram
2025-06-16,Meta,브랜드 퍼포먼스,video,10,프리미엄 호텔 침구 세트,침실,2625.39,19,0,0.0,0,0.0,False,4.291730769230769,555,0.0342,프리미엄 호텔 침구 세트 Meta
2025-06-16,Google,쿠폰 리커버리,coupon_banner,10,프리미엄 호텔 침구 세트,침실,3781.49,33,2,0.0606,138893,3672.97,True,4.291730769230769,487,0.0678,프리미엄 호텔 침구 세트 Google
2025-06-16,Naver,쿠폰 리커버리,coupon_banner,10,프리미엄 호텔 침구 세트,침실,2159.81,19,1,0.0526,58031,2686.85,True,4.291730769230769,346,0.0549,프리미엄 호텔 침구 세트 Naver
2025-06-16,Instagram,브랜드 퍼포먼스,influencer,10,프리미엄 호텔 침구 세트,침실,1466.27,8,1,0.125,63583,4336.37,False,4.291730769230769,180,0.0444,프리미엄 호텔 침구 세트 Instagram
2025-06-17,Meta,쿠폰 리커버리,coupon_banner,1,감성 무드등,조명,5509.69,55,4,0.0727,173764,3153.79,True,4.48,910,0.0604,감성 무드등 Meta
2025-06-17,Google,검색 수요 포착,search,1,감성 무드등,조명,3843.83,56,5,0.0893,226845,5901.54,False,4.48,546,0.1026,감성 무드등 Google
2025-06-17,Naver,쿠폰 리커버리,coupon_banner,1,감성 무드등,조명,3579.99,38,2,0.0526,72784,2033.08,True,4.48,560,0.0679,감성 무드등 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,carousel,1,감성 무드등,조명,3893.38,30,4,0.1333,170771,4386.19,False,4.48,600,0.05,감성 무드등 Instagram
2025-06-17,Meta,쿠폰 리커버리,coupon_banner,2,메모리폼 경추 베개,침실,2584.8,28,4,0.1429,121906,4716.26,True,4.51,382,0.0733,메모리폼 경추 베개 Meta
2025-06-17,Google,검색 수요 포착,shopping,2,메모리폼 경추 베개,침실,3461.48,45,1,0.0222,28216,815.14,False,4.51,513,0.0877,메모리폼 경추 베개 Google
2025-06-17,Naver,검색 수요 포착,search,2,메모리폼 경추 베개,침실,1694.3,26,0,0.0,0,0.0,False,4.51,236,0.1102,메모리폼 경추 베개 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,carousel,2,메모리폼 경추 베개,침실,1406.52,19,0,0.0,0,0.0,False,4.51,399,0.0476,메모리폼 경추 베개 Instagram
2025-06-17,Meta,쿠폰 리커버리,coupon_banner,3,원목 핸들 머그컵,주방,1191.14,12,2,0.1667,29074,2440.85,True,4.27,184,0.0652,원목 핸들 머그컵 Meta
2025-06-17,Google,쿠폰 리커버리,coupon_banner,3,원목 핸들 머그컵,주방,1572.3,15,1,0.0667,14076,895.25,True,4.27,257,0.0584,원목 핸들 머그컵 Google
2025-06-17,Naver,검색 수요 포착,search,3,원목 핸들 머그컵,주방,2158.15,30,3,0.1,48997,2270.32,False,4.27,270,0.1111,원목 핸들 머그컵 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,influencer,3,원목 핸들 머그컵,주방,1162.71,19,1,0.0526,14666,1261.37,False,4.27,439,0.0433,원목 핸들 머그컵 Instagram
2025-06-17,Meta,쿠폰 리커버리,coupon_banner,4,무광 세라믹 접시 세트,주방,2787.17,27,2,0.0741,44946,1612.61,True,3.64,432,0.0625,무광 세라믹 접시 세트 Meta
2025-06-17,Google,검색 수요 포착,search,4,무광 세라믹 접시 세트,주방,3745.31,52,4,0.0769,104132,2780.33,False,3.64,680,0.0765,무광 세라믹 접시 세트 Google
2025-06-17,Naver,브랜드 퍼포먼스,brand_banner,4,무광 세라믹 접시 세트,주방,4222.89,32,1,0.0312,22417,530.85,False,3.64,555,0.0577,무광 세라믹 접시 세트 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,reels,4,무광 세라믹 접시 세트,주방,2150.51,19,0,0.0,0,0.0,False,3.64,418,0.0455,무광 세라믹 접시 세트 Instagram
2025-06-17,Meta,쿠폰 리커버리,coupon_banner,5,북유럽 패브릭 포스터,인테리어,900.0,9,0,0.0,0,0.0,True,4.5,142,0.0634,북유럽 패브릭 포스터 Meta
2025-06-17,Google,검색 수요 포착,search,5,북유럽 패브릭 포스터,인테리어,900.0,13,2,0.1538,21056,2339.56,False,4.5,133,0.0977,북유럽 패브릭 포스터 Google
2025-06-17,Naver,브랜드 퍼포먼스,brand_banner,5,북유럽 패브릭 포스터,인테리어,900.0,11,0,0.0,0,0.0,False,4.5,174,0.0632,북유럽 패브릭 포스터 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,influencer,5,북유럽 패브릭 포스터,인테리어,900.0,13,3,0.2308,33067,3674.11,False,4.5,316,0.0411,북유럽 패브릭 포스터 Instagram
2025-06-17,Meta,브랜드 퍼포먼스,video,6,대용량 디퓨저,생활,2097.97,23,4,0.1739,69446,3310.14,False,4.6,535,0.043,대용량 디퓨저 Meta
2025-06-17,Google,검색 수요 포착,shopping,6,대용량 디퓨저,생활,2555.39,22,3,0.1364,60436,2365.04,False,4.6,242,0.0909,대용량 디퓨저 Google
2025-06-17,Naver,쿠폰 리커버리,coupon_banner,6,대용량 디퓨저,생활,2582.36,30,4,0.1333,89816,3478.06,True,4.6,479,0.0626,대용량 디퓨저 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,carousel,6,대용량 디퓨저,생활,1849.61,20,2,0.1,45064,2436.41,False,4.6,398,0.0503,대용량 디퓨저 Instagram
2025-06-17,Meta,브랜드 퍼포먼스,carousel,7,아로마 캔들 세트,생활,1994.28,13,0,0.0,0,0.0,False,3.82,269,0.0483,아로마 캔들 세트 Meta
2025-06-17,Google,쿠폰 리커버리,coupon_banner,7,아로마 캔들 세트,생활,1744.34,19,2,0.1053,48568,2784.32,True,3.82,336,0.0565,아로마 캔들 세트 Google
2025-06-17,Naver,쿠폰 리커버리,coupon_banner,7,아로마 캔들 세트,생활,2221.52,26,2,0.0769,43961,1978.87,True,3.82,478,0.0544,아로마 캔들 세트 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,carousel,7,아로마 캔들 세트,생활,900.0,10,1,0.1,24321,2702.33,False,3.82,208,0.0481,아로마 캔들 세트 Instagram
2025-06-17,Meta,쿠폰 리커버리,coupon_banner,8,무선 미니 가습기,가전,1811.45,21,2,0.0952,65163,3597.29,True,3.93,339,0.0619,무선 미니 가습기 Meta
2025-06-17,Google,검색 수요 포착,shopping,8,무선 미니 가습기,가전,3671.14,37,3,0.0811,102916,2803.38,False,3.93,478,0.0774,무선 미니 가습기 Google
2025-06-17,Naver,브랜드 퍼포먼스,brand_banner,8,무선 미니 가습기,가전,2785.88,17,1,0.0588,38643,1387.1,False,3.93,281,0.0605,무선 미니 가습기 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,carousel,8,무선 미니 가습기,가전,1793.66,20,2,0.1,72696,4052.94,False,3.93,374,0.0535,무선 미니 가습기 Instagram
2025-06-17,Meta,쿠폰 리커버리,coupon_banner,9,탁상용 저소음 선풍기,가전,4246.88,37,2,0.0541,93466,2200.82,True,4.14,613,0.0604,탁상용 저소음 선풍기 Meta
2025-06-17,Google,쿠폰 리커버리,coupon_banner,9,탁상용 저소음 선풍기,가전,8321.9,80,8,0.1,410805,4936.43,True,4.14,1363,0.0587,탁상용 저소음 선풍기 Google
2025-06-17,Naver,브랜드 퍼포먼스,brand_banner,9,탁상용 저소음 선풍기,가전,6559.1,57,3,0.0526,125945,1920.16,False,4.14,1013,0.0563,탁상용 저소음 선풍기 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,reels,9,탁상용 저소음 선풍기,가전,4860.51,55,6,0.1091,256567,5278.6,False,4.14,1005,0.0547,탁상용 저소음 선풍기 Instagram
2025-06-17,Meta,브랜드 퍼포먼스,video,10,프리미엄 호텔 침구 세트,침실,1647.74,16,2,0.125,110156,6685.26,False,4.82,343,0.0466,프리미엄 호텔 침구 세트 Meta
2025-06-17,Google,검색 수요 포착,shopping,10,프리미엄 호텔 침구 세트,침실,2597.15,26,3,0.1154,163849,6308.79,False,4.82,308,0.0844,프리미엄 호텔 침구 세트 Google
2025-06-17,Naver,브랜드 퍼포먼스,brand_banner,10,프리미엄 호텔 침구 세트,침실,1625.23,14,2,0.1429,126705,7796.14,False,4.82,215,0.0651,프리미엄 호텔 침구 세트 Naver
2025-06-17,Instagram,브랜드 퍼포먼스,carousel,10,프리미엄 호텔 침구 세트,침실,900.0,10,2,0.2,123525,13725.0,False,4.82,188,0.0532,프리미엄 호텔 침구 세트 Instagram
2025-06-18,Meta,브랜드 퍼포먼스,carousel,1,감성 무드등,조명,3856.28,25,2,0.08,81677,2118.02,False,4.48,474,0.0527,감성 무드등 Meta
2025-06-18,Google,검색 수요 포착,search,1,감성 무드등,조명,2928.79,47,2,0.0426,77479,2645.43,False,4.48,461,0.102,감성 무드등 Google
2025-06-18,Naver,브랜드 퍼포먼스,brand_banner,1,감성 무드등,조명,2756.63,30,2,0.0667,71437,2591.47,False,4.48,472,0.0636,감성 무드등 Naver
2025-06-18,Instagram,브랜드 퍼포먼스,carousel,1,감성 무드등,조명,2895.32,23,3,0.1304,115842,4001.01,False,4.48,472,0.0487,감성 무드등 Instagram
2025-06-18,Meta,브랜드 퍼포먼스,carousel,2,메모리폼 경추 베개,침실,2668.27,27,1,0.037,27912,1046.07,False,4.51,496,0.0544,메모리폼 경추 베개 Meta
2025-06-18,Google,검색 수요 포착,search,2,메모리폼 경추 베개,침실,4399.79,56,7,0.125,199923,4543.92,False,4.51,660,0.0848,메모리폼 경추 베개 Google
2025-06-18,Naver,쿠폰 리커버리,coupon_banner,2,메모리폼 경추 베개,침실,2716.47,36,4,0.1111,122985,4527.39,True,4.51,543,0.0663,메모리폼 경추 베개 Naver
2025-06-18,Instagram,브랜드 퍼포먼스,carousel,2,메모리폼 경추 베개,침실,2084.13,16,1,0.0625,25722,1234.19,False,4.51,322,0.0497,메모리폼 경추 베개 Instagram
2025-06-18,Meta,브랜드 퍼포먼스,carousel,3,원목 핸들 머그컵,주방,2067.72,24,0,0.0,0,0.0,False,4.27,489,0.0491,원목 핸들 머그컵 Meta
2025-06-18,Google,검색 수요 포착,search,3,원목 핸들 머그컵,주방,2423.89,27,2,0.0741,26420,1089.99,False,4.27,303,0.0891,원목 핸들 머그컵 Google
2025-06-18,Naver,검색 수요 포착,search,3,원목 핸들 머그컵,주방,3951.56,57,2,0.0351,25810,653.16,False,4.27,548,0.104,원목 핸들 머그컵 Naver
2025-06-18,Instagram,브랜드 퍼포먼스,influencer,3,원목 핸들 머그컵,주방,1482.42,10,0,0.0,0,0.0,False,4.27,206,0.0485,원목 핸들 머그컵 Instagram
2025-06-18,Meta,쿠폰 리커버리,coupon_banner,4,무광 세라믹 접시 세트,주방,1444.27,14,1,0.0714,25463,1763.04,True,3.64,212,0.066,무광 세라믹 접시 세트 Meta
2025-06-18,Google,검색 수요 포착,shopping,4,무광 세라믹 접시 세트,주방,2499.29,29,2,0.069,47213,1889.05,False,3.64,433,0.067,무광 세라믹 접시 세트 Google
2025-06-18,Naver,쿠폰 리커버리,coupon_banner,4,무광 세라믹 접시 세트,주방,3412.65,34,1,0.0294,26192,767.5,True,3.64,565,0.0602,무광 세라믹 접시 세트 Naver
2025-06-18,Instagram,브랜드 퍼포먼스,reels,4,무광 세라믹 접시 세트,주방,1267.08,8,0,0.0,0,0.0,False,3.64,191,0.0419,무광 세라믹 접시 세트 Instagram
2025-06-18,Meta,브랜드 퍼포먼스,carousel,5,북유럽 패브릭 포스터,인테리어,1096.48,8,0,0.0,0,0.0,False,4.5,142,0.0563,북유럽 패브릭 포스터 Meta
2025-06-18,Google,쿠폰 리커버리,coupon_banner,5,북유럽 패브릭 포스터,인테리어,922.2,15,1,0.0667,10807,1171.88,True,4.5,217,0.0691,북유럽 패브릭 포스터 Google
2025-06-18,Naver,쿠폰 리커버리,coupon_banner,5,북유럽 패브릭 포스터,인테리어,900.0,9,1,0.1111,13774,1530.44,True,4.5,129,0.0698,북유럽 패브릭 포스터 Naver
2025-06-18,Instagram,브랜드 퍼포먼스,reels,5,북유럽 패브릭 포스터,인테리어,1148.7,12,1,0.0833,11287,982.59,False,4.5,259,0.0463,북유럽 패브릭 포스터 Instagram
2025-06-18,Meta,쿠폰 리커버리,coupon_banner,6,대용량 디퓨저,생활,2685.68,24,2,0.0833,37189,1384.72,True,4.6,361,0.0665,대용량 디퓨저 Meta
2025-06-18,Google,쿠폰 리커버리,coupon_banner,6,대용량 디퓨저,생활,3465.84,34,3,0.0882,68251,1969.25,True,4.6,535,0.0636,대용량 디퓨저 Google
2025-06-18,Naver,브랜드 퍼포먼스,brand_banner,6,대용량 디퓨저,생활,3679.53,38,0,0.0,0,0.0,False,4.6,664,0.0572,대용량 디퓨저 Naver
