date,product_id,product_name,category,regular_price,selling_price,discount_rate,price_change_type,campaign_name,daily_revenue,daily_revenue_original
2025-06-17,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,240000,240000
2025-06-17,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,24000,24000
2025-06-17,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,160000,160000
2025-06-17,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,125000,125000
2025-06-17,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,210000,210000
2025-06-17,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,450000,450000
2025-06-17,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,120000,120000
2025-06-18,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,234000,234000
2025-06-18,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,203000,203000
2025-06-18,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,180000,180000
2025-06-18,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,168000,168000
2025-06-18,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,72000,72000
2025-06-18,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,220000,220000
2025-06-18,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,175000,175000
2025-06-18,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,175000,175000
2025-06-18,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,540000,540000
2025-06-18,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,360000,360000
2025-06-19,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,273000,273000
2025-06-19,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,145000,145000
2025-06-19,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,150000,150000
2025-06-19,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,192000,192000
2025-06-19,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,60000,60000
2025-06-19,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,140000,140000
2025-06-19,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,150000,150000
2025-06-19,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,245000,245000
2025-06-19,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,495000,495000
2025-06-19,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,300000,300000
2025-06-20,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,351000,351000
2025-06-20,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,145000,145000
2025-06-20,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,120000,120000
2025-06-20,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,192000,192000
2025-06-20,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,72000,72000
2025-06-20,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,240000,240000
2025-06-20,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,225000,225000
2025-06-20,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,315000,315000
2025-06-20,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,450000,450000
2025-06-20,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,360000,360000
2025-06-21,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,351000,351000
2025-06-21,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,145000,145000
2025-06-21,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,120000,120000
2025-06-21,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,192000,192000
2025-06-21,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,48000,48000
2025-06-21,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,240000,240000
2025-06-21,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,275000,275000
2025-06-21,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,140000,140000
2025-06-21,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,630000,630000
2025-06-21,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,540000,540000
2025-06-22,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,312000,312000
2025-06-22,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,174000,174000
2025-06-22,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,135000,135000
2025-06-22,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,168000,168000
2025-06-22,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,60000,60000
2025-06-22,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,200000,200000
2025-06-22,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,200000,200000
2025-06-22,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,105000,105000
2025-06-22,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,540000,540000
2025-06-22,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,360000,360000
2025-06-23,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,156000,156000
2025-06-23,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,174000,174000
2025-06-23,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,165000,165000
2025-06-23,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,192000,192000
2025-06-23,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,60000,60000
2025-06-23,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,140000,140000
2025-06-23,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,200000,200000
2025-06-23,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,105000,105000
2025-06-23,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,405000,405000
2025-06-23,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,240000,240000
2025-06-24,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,312000,312000
2025-06-24,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,116000,116000
2025-06-24,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,120000,120000
2025-06-24,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,264000,264000
2025-06-24,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,36000,36000
2025-06-24,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,140000,140000
2025-06-24,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,150000,150000
2025-06-24,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,210000,210000
2025-06-24,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,360000,360000
2025-06-24,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,360000,360000
2025-06-25,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,273000,273000
2025-06-25,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,203000,203000
2025-06-25,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,150000,150000
2025-06-25,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,216000,216000
2025-06-25,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,60000,60000
2025-06-25,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,160000,160000
2025-06-25,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,125000,125000
2025-06-25,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,175000,175000
2025-06-25,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,540000,540000
2025-06-25,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,120000,120000
2025-06-26,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,351000,351000
2025-06-26,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,116000,116000
2025-06-26,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,120000,120000
2025-06-26,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,144000,144000
2025-06-26,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,60000,60000
2025-06-26,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,160000,160000
2025-06-26,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,150000,150000
2025-06-26,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,210000,210000
2025-06-26,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,450000,450000
2025-06-26,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,480000,480000
2025-06-27,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,273000,273000
2025-06-27,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,145000,145000
2025-06-27,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,105000,105000
2025-06-27,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,168000,168000
2025-06-27,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,72000,72000
2025-06-27,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,140000,140000
2025-06-27,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,300000,300000
2025-06-27,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,175000,175000
2025-06-27,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,630000,630000
2025-06-27,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,240000,240000
2025-06-28,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,273000,273000
2025-06-28,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,290000,290000
2025-06-28,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,135000,135000
2025-06-28,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,192000,192000
2025-06-28,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,96000,96000
2025-06-28,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,180000,180000
2025-06-28,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,200000,200000
2025-06-28,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,175000,175000
2025-06-28,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,675000,675000
2025-06-28,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,360000,360000
2025-06-29,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,312000,312000
2025-06-29,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,174000,174000
2025-06-29,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,90000,90000
2025-06-29,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,144000,144000
2025-06-29,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,72000,72000
2025-06-29,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,140000,140000
2025-06-29,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,225000,225000
2025-06-29,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,245000,245000
2025-06-29,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,450000,450000
2025-06-29,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,300000,300000
2025-06-30,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,234000,234000
2025-06-30,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,145000,145000
2025-06-30,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,165000,165000
2025-06-30,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,216000,216000
2025-06-30,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,48000,48000
2025-06-30,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,160000,160000
2025-06-30,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,200000,200000
2025-06-30,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,105000,105000
2025-06-30,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,405000,405000
2025-06-30,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,180000,180000
2025-07-01,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,273000,273000
2025-07-01,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,174000,174000
2025-07-01,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,180000,180000
2025-07-01,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,216000,216000
2025-07-01,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,48000,48000
2025-07-01,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,200000,200000
2025-07-01,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,125000,125000
2025-07-01,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,245000,245000
2025-07-01,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,360000,360000
2025-07-01,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,360000,360000
2025-07-02,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,156000,156000
2025-07-02,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,116000,116000
2025-07-02,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,135000,135000
2025-07-02,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,216000,216000
2025-07-02,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,72000,72000
2025-07-02,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,140000,140000
2025-07-02,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,175000,175000
2025-07-02,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,175000,175000
2025-07-02,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,450000,450000
2025-07-02,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,360000,360000
2025-07-03,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,234000,234000
2025-07-03,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,232000,232000
2025-07-03,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,165000,165000
2025-07-03,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,216000,216000
2025-07-03,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,48000,48000
2025-07-03,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,180000,180000
2025-07-03,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,175000,175000
2025-07-03,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,210000,210000
2025-07-03,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,450000,450000
2025-07-03,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,180000,180000
2025-07-04,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,195000,195000
2025-07-04,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,174000,174000
2025-07-04,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,135000,135000
2025-07-04,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,144000,144000
2025-07-04,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,84000,84000
2025-07-04,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,140000,140000
2025-07-04,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,250000,250000
2025-07-04,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,210000,210000
2025-07-04,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,810000,810000
2025-07-04,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,300000,300000
2025-07-05,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,390000,390000
2025-07-05,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,174000,174000
2025-07-05,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,120000,120000
2025-07-05,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,192000,192000
2025-07-05,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,60000,60000
2025-07-05,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,160000,160000
2025-07-05,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,200000,200000
2025-07-05,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,210000,210000
2025-07-05,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,855000,855000
2025-07-05,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,360000,360000
2025-07-06,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,390000,390000
2025-07-06,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,232000,232000
2025-07-06,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,90000,90000
2025-07-06,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,96000,96000
2025-07-06,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,84000,84000
2025-07-06,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,120000,120000
2025-07-06,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,275000,275000
2025-07-06,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,280000,280000
2025-07-06,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,810000,810000
2025-07-06,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,540000,540000
2025-07-07,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,195000,195000
2025-07-07,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,203000,203000
2025-07-07,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,120000,120000
2025-07-07,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,264000,264000
2025-07-07,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,48000,48000
2025-07-07,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,200000,200000
2025-07-07,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,125000,125000
2025-07-07,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,140000,140000
2025-07-07,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,315000,315000
2025-07-07,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,180000,180000
2025-07-08,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,273000,273000
2025-07-08,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,203000,203000
2025-07-08,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,165000,165000
2025-07-08,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,120000,120000
2025-07-08,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,60000,60000
2025-07-08,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,120000,120000
2025-07-08,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,100000,100000
2025-07-08,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,105000,105000
2025-07-08,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,450000,450000
2025-07-08,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,300000,300000
2025-07-09,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,195000,195000
2025-07-09,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,145000,145000
2025-07-09,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,135000,135000
2025-07-09,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,168000,168000
2025-07-09,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,36000,36000
2025-07-09,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,180000,180000
2025-07-09,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,175000,175000
2025-07-09,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,70000,70000
2025-07-09,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,450000,450000
2025-07-09,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,360000,360000
2025-07-10,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,234000,234000
2025-07-10,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,174000,174000
2025-07-10,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,120000,120000
2025-07-10,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,216000,216000
2025-07-10,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,60000,60000
2025-07-10,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,180000,180000
2025-07-10,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,150000,150000
2025-07-10,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,175000,175000
2025-07-10,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,360000,360000
2025-07-10,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,240000,240000
2025-07-11,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,312000,312000
2025-07-11,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,203000,203000
2025-07-11,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,120000,120000
2025-07-11,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,120000,120000
2025-07-11,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,84000,84000
2025-07-11,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,160000,160000
2025-07-11,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,225000,225000
2025-07-11,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,140000,140000
2025-07-11,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,810000,810000
2025-07-11,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,420000,420000
2025-07-12,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,312000,312000
2025-07-12,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,87000,87000
2025-07-12,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,90000,90000
2025-07-12,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,192000,192000
2025-07-12,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,84000,84000
2025-07-12,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,120000,120000
2025-07-12,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,275000,275000
2025-07-12,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,280000,280000
2025-07-12,9,탁상용 저소음 선풍기,가전,45000,45000,0.0,none,정가 운영,990000,990000
2025-07-12,10,프리미엄 호텔 침구 세트,침실,60000,60000,0.0,none,정가 운영,480000,480000
2025-07-13,1,감성 무드등,조명,39000,39000,0.0,none,정가 운영,351000,351000
2025-07-13,2,메모리폼 경추 베개,침실,29000,29000,0.0,none,정가 운영,203000,203000
2025-07-13,3,원목 핸들 머그컵,주방,15000,15000,0.0,none,정가 운영,135000,135000
2025-07-13,4,무광 세라믹 접시 세트,주방,24000,24000,0.0,none,정가 운영,144000,144000
2025-07-13,5,북유럽 패브릭 포스터,인테리어,12000,12000,0.0,none,정가 운영,48000,48000
2025-07-13,6,대용량 디퓨저,생활,20000,20000,0.0,none,정가 운영,200000,200000
2025-07-13,7,아로마 캔들 세트,생활,25000,25000,0.0,none,정가 운영,200000,200000
2025-07-13,8,무선 미니 가습기,가전,35000,35000,0.0,none,정가 운영,210000,210000
