date,product_id,product_name,category,regular_price,selling_price,discount_rate,price_change_type,campaign_name,daily_revenue,daily_revenue_original
2025-06-17,3,원목 핸들 머그컵,주방,15000.0,13650.0,0.09,discount,정가 운영,99267.54,105000
2025-06-17,4,무광 세라믹 접시 세트,주방,24000.0,20400.0,0.15,discount,정가 운영,233629.1,240000
2025-06-17,5,북유럽 패브릭 포스터,인테리어,12000.0,11160.0,0.07,baseline,정가 운영,21183.92,24000
2025-06-17,6,대용량 디퓨저,생활,20000.0,19600.0,0.02,baseline,정가 운영,151211.61,160000
2025-06-17,7,아로마 캔들 세트,생활,25000.0,22000.0,0.12,discount,정가 운영,138672.76,125000
2025-06-17,8,무선 미니 가습기,가전,35000.0,31500.0,0.1,discount,정가 운영,244402.78,210000
2025-06-17,9,탁상용 저소음 선풍기,가전,45000.0,41400.0,0.08,baseline,정가 운영,452761.92,450000
2025-06-17,10,프리미엄 호텔 침구 세트,침실,60000.0,57800.0,0.0367,baseline,정가 운영,119979.32,120000
2025-06-18,1,감성 무드등,조명,39000.0,34515.0,0.115,discount,정가 운영,276274.31,234000
2025-06-18,2,메모리폼 경추 베개,침실,29000.0,28130.0,0.03,baseline,정가 운영,237455.5,203000
2025-06-18,3,원목 핸들 머그컵,주방,15000.0,13200.0,0.12,discount,정가 운영,179186.57,180000
2025-06-18,4,무광 세라믹 접시 세트,주방,24000.0,19680.0,0.18,discount,정가 운영,172099.6,168000
2025-06-18,5,북유럽 패브릭 포스터,인테리어,12000.0,11040.0,0.08,baseline,정가 운영,64374.9,72000
2025-06-18,6,대용량 디퓨저,생활,20000.0,19400.0,0.03,baseline,정가 운영,211717.97,220000
2025-06-18,7,아로마 캔들 세트,생활,25000.0,21250.0,0.15,discount,정가 운영,207489.74,175000
2025-06-18,8,무선 미니 가습기,가전,35000.0,30975.0,0.115,discount,정가 운영,204845.47,175000
2025-06-18,9,탁상용 저소음 선풍기,가전,45000.0,44100.0,0.02,baseline,정가 운영,519120.14,540000
2025-06-18,10,프리미엄 호텔 침구 세트,침실,60000.0,57400.0,0.0433,baseline,정가 운영,358444.25,360000
2025-06-19,1,감성 무드등,조명,39000.0,33930.0,0.13,discount,정가 운영,326320.34,273000
2025-06-19,2,메모리폼 경추 베개,침실,29000.0,27936.67,0.0367,baseline,정가 운영,168996.33,145000
2025-06-19,3,원목 핸들 머그컵,주방,15000.0,12750.0,0.15,discount,정가 운영,156642.08,150000
2025-06-19,4,무광 세라믹 접시 세트,주방,24000.0,18960.0,0.21,discount,정가 운영,206637.85,192000
2025-06-19,5,북유럽 패브릭 포스터,인테리어,12000.0,11760.0,0.02,baseline,정가 운영,52328.07,60000
2025-06-19,6,대용량 디퓨저,생활,20000.0,19200.0,0.04,baseline,정가 운영,137158.53,140000
2025-06-19,7,아로마 캔들 세트,생활,25000.0,20500.0,0.18,discount,정가 운영,189212.17,150000
2025-06-19,8,무선 미니 가습기,가전,35000.0,30450.0,0.13,discount,정가 운영,288079.38,245000
2025-06-19,9,탁상용 저소음 선풍기,가전,45000.0,43650.0,0.03,baseline,정가 운영,472654.54,495000
2025-06-19,10,프리미엄 호텔 침구 세트,침실,60000.0,57000.0,0.05,baseline,정가 운영,297792.54,300000
2025-06-20,1,감성 무드등,조명,39000.0,37440.0,0.04,baseline,정가 운영,422985.48,351000
2025-06-20,2,메모리폼 경추 베개,침실,29000.0,27743.33,0.0433,baseline,정가 운영,181157.15,145000
2025-06-20,3,원목 핸들 머그컵,주방,15000.0,11700.0,0.22,discount,정가 운영,152728.7,120000
2025-06-20,4,무광 세라믹 접시 세트,주방,24000.0,17280.0,0.28,discount,정가 운영,252435.03,192000
2025-06-20,5,북유럽 패브릭 포스터,인테리어,12000.0,11640.0,0.03,baseline,정가 운영,69382.66,72000
2025-06-20,6,대용량 디퓨저,생활,20000.0,19000.0,0.05,baseline,정가 운영,258233.22,240000
2025-06-20,7,아로마 캔들 세트,생활,25000.0,18750.0,0.25,discount,정가 운영,345390.61,225000
2025-06-20,8,무선 미니 가습기,가전,35000.0,33600.0,0.04,baseline,정가 운영,371177.61,315000
2025-06-20,9,탁상용 저소음 선풍기,가전,45000.0,43200.0,0.04,baseline,정가 운영,462075.14,450000
2025-06-20,10,프리미엄 호텔 침구 세트,침실,60000.0,56600.0,0.0567,baseline,정가 운영,389108.93,360000
2025-06-21,1,감성 무드등,조명,39000.0,36855.0,0.055,baseline,정가 운영,427425.53,351000
2025-06-21,2,메모리폼 경추 베개,침실,29000.0,27550.0,0.05,baseline,정가 운영,180312.72,145000
2025-06-21,3,원목 핸들 머그컵,주방,15000.0,11250.0,0.25,discount,정가 운영,158868.29,120000
2025-06-21,4,무광 세라믹 접시 세트,주방,24000.0,21600.0,0.1,discount,정가 운영,181509.96,192000
2025-06-21,5,북유럽 패브릭 포스터,인테리어,12000.0,11520.0,0.04,baseline,정가 운영,46966.23,48000
2025-06-21,6,대용량 디퓨저,생활,20000.0,18800.0,0.06,baseline,정가 운영,262427.65,240000
2025-06-21,7,아로마 캔들 세트,생활,25000.0,16500.0,0.34,discount,정가 운영,485364.72,275000
2025-06-21,8,무선 미니 가습기,가전,35000.0,33075.0,0.055,baseline,정가 운영,165546.56,140000
2025-06-21,9,탁상용 저소음 선풍기,가전,45000.0,42750.0,0.05,baseline,정가 운영,643060.1,630000
2025-06-21,10,프리미엄 호텔 침구 세트,침실,60000.0,56200.0,0.0633,baseline,정가 운영,583632.15,540000
2025-06-22,1,감성 무드등,조명,39000.0,36270.0,0.07,baseline,정가 운영,383433.61,312000
2025-06-22,2,메모리폼 경추 베개,침실,29000.0,27356.67,0.0567,baseline,정가 운영,215220.92,174000
2025-06-22,3,원목 핸들 머그컵,주방,15000.0,10800.0,0.28,discount,정가 운영,185571.02,135000
2025-06-22,4,무광 세라믹 접시 세트,주방,24000.0,20880.0,0.13,discount,정가 운영,169138.04,168000
2025-06-22,5,북유럽 패브릭 포스터,인테리어,12000.0,11400.0,0.05,baseline,정가 운영,59649.46,60000
2025-06-22,6,대용량 디퓨저,생활,20000.0,18600.0,0.07,baseline,정가 운영,222109.14,200000
2025-06-22,7,아로마 캔들 세트,생활,25000.0,20750.0,0.17,discount,정가 운영,267973.86,200000
2025-06-22,8,무선 미니 가습기,가전,35000.0,32550.0,0.07,baseline,정가 운영,124471.06,105000
2025-06-22,9,탁상용 저소음 선풍기,가전,45000.0,42300.0,0.06,baseline,정가 운영,548001.52,540000
2025-06-22,10,프리미엄 호텔 침구 세트,침실,60000.0,55800.0,0.07,baseline,정가 운영,389574.74,360000
2025-06-23,1,감성 무드등,조명,39000.0,35685.0,0.085,discount,정가 운영,179964.32,156000
2025-06-23,2,메모리폼 경추 베개,침실,29000.0,27163.33,0.0633,baseline,정가 운영,198212.01,174000
2025-06-23,3,원목 핸들 머그컵,주방,15000.0,14100.0,0.06,discount,정가 운영,135772.07,165000
2025-06-23,4,무광 세라믹 접시 세트,주방,24000.0,21120.0,0.12,discount,정가 운영,173728.1,192000
2025-06-23,5,북유럽 패브릭 포스터,인테리어,12000.0,11280.0,0.06,baseline,정가 운영,55870.7,60000
2025-06-23,6,대용량 디퓨저,생활,20000.0,18400.0,0.08,baseline,정가 운영,146551.72,140000
2025-06-23,7,아로마 캔들 세트,생활,25000.0,21000.0,0.16,discount,정가 운영,245016.94,200000
2025-06-23,8,무선 미니 가습기,가전,35000.0,32025.0,0.085,discount,정가 운영,115733.34,105000
2025-06-23,9,탁상용 저소음 선풍기,가전,45000.0,41850.0,0.07,baseline,정가 운영,376392.74,405000
2025-06-23,10,프리미엄 호텔 침구 세트,침실,60000.0,58200.0,0.03,baseline,정가 운영,230680.91,240000
2025-06-24,1,감성 무드등,조명,39000.0,35100.0,0.1,discount,정가 운영,362239.62,312000
2025-06-24,2,메모리폼 경추 베개,침실,29000.0,26970.0,0.07,baseline,정가 운영,131186.07,116000
2025-06-24,3,원목 핸들 머그컵,주방,15000.0,13650.0,0.09,discount,정가 운영,104758.54,120000
2025-06-24,4,무광 세라믹 접시 세트,주방,24000.0,18720.0,0.22,discount,정가 운영,289283.67,264000
2025-06-24,5,북유럽 패브릭 포스터,인테리어,12000.0,11160.0,0.07,baseline,정가 운영,34122.25,36000
2025-06-24,6,대용량 디퓨저,생활,20000.0,19600.0,0.02,baseline,정가 운영,143045.38,140000
2025-06-24,7,아로마 캔들 세트,생활,25000.0,22000.0,0.12,discount,정가 운영,169530.74,150000
2025-06-24,8,무선 미니 가습기,가전,35000.0,31500.0,0.1,discount,정가 운영,231468.93,210000
2025-06-24,9,탁상용 저소음 선풍기,가전,45000.0,41400.0,0.08,baseline,정가 운영,332581.79,360000
2025-06-24,10,프리미엄 호텔 침구 세트,침실,60000.0,57800.0,0.0367,baseline,정가 운영,347443.63,360000
2025-06-25,1,감성 무드등,조명,39000.0,34515.0,0.115,discount,정가 운영,318588.58,273000
2025-06-25,2,메모리폼 경추 베개,침실,29000.0,28130.0,0.03,baseline,정가 운영,220381.08,203000
2025-06-25,3,원목 핸들 머그컵,주방,15000.0,12150.0,0.19,discount,정가 운영,158538.63,150000
2025-06-25,4,무광 세라믹 접시 세트,주방,24000.0,18000.0,0.25,discount,정가 운영,250040.14,216000
2025-06-25,5,북유럽 패브릭 포스터,인테리어,12000.0,11040.0,0.08,baseline,정가 운영,57900.59,60000
2025-06-25,6,대용량 디퓨저,생활,20000.0,19400.0,0.03,baseline,정가 운영,165773.5,160000
2025-06-25,7,아로마 캔들 세트,생활,25000.0,21250.0,0.15,discount,정가 운영,149717.24,125000
2025-06-25,8,무선 미니 가습기,가전,35000.0,30975.0,0.115,discount,정가 운영,192743.72,175000
2025-06-25,9,탁상용 저소음 선풍기,가전,45000.0,44100.0,0.02,baseline,정가 운영,477302.75,540000
2025-06-25,10,프리미엄 호텔 침구 세트,침실,60000.0,57400.0,0.0433,baseline,정가 운영,116469.29,120000
2025-06-26,1,감성 무드등,조명,39000.0,33930.0,0.13,discount,정가 운영,411215.08,351000
2025-06-26,2,메모리폼 경추 베개,침실,29000.0,27936.67,0.0367,baseline,정가 운영,124968.93,116000
2025-06-26,3,원목 핸들 머그컵,주방,15000.0,11700.0,0.22,discount,정가 운영,132760.67,120000
2025-06-26,4,무광 세라믹 접시 세트,주방,24000.0,17280.0,0.28,discount,정가 운영,175920.91,144000
2025-06-26,5,북유럽 패브릭 포스터,인테리어,12000.0,11760.0,0.02,baseline,정가 운영,56704.35,60000
2025-06-26,6,대용량 디퓨저,생활,20000.0,19200.0,0.04,baseline,정가 운영,167924.96,160000
2025-06-26,7,아로마 캔들 세트,생활,25000.0,20500.0,0.18,discount,정가 운영,189513.65,150000
2025-06-26,8,무선 미니 가습기,가전,35000.0,30450.0,0.13,discount,정가 운영,230965.7,210000
2025-06-26,9,탁상용 저소음 선풍기,가전,45000.0,43650.0,0.03,baseline,정가 운영,396048.02,450000
2025-06-26,10,프리미엄 호텔 침구 세트,침실,60000.0,57000.0,0.05,baseline,정가 운영,469224.4,480000
2025-06-27,1,감성 무드등,조명,39000.0,37440.0,0.04,baseline,정가 운영,320427.1,273000
2025-06-27,2,메모리폼 경추 베개,침실,29000.0,27743.33,0.0433,baseline,정가 운영,167936.17,145000
2025-06-27,3,원목 핸들 머그컵,주방,15000.0,10650.0,0.29,discount,정가 운영,141149.83,105000
2025-06-27,4,무광 세라믹 접시 세트,주방,24000.0,17280.0,0.28,discount,정가 운영,225334.65,168000
2025-06-27,5,북유럽 패브릭 포스터,인테리어,12000.0,11640.0,0.03,baseline,정가 운영,74914.16,72000
2025-06-27,6,대용량 디퓨저,생활,20000.0,19000.0,0.05,baseline,정가 운영,159737.46,140000
2025-06-27,7,아로마 캔들 세트,생활,25000.0,18750.0,0.25,discount,정가 운영,457542.33,300000
2025-06-27,8,무선 미니 가습기,가전,35000.0,33600.0,0.04,baseline,정가 운영,192875.59,175000
2025-06-27,9,탁상용 저소음 선풍기,가전,45000.0,43200.0,0.04,baseline,정가 운영,602112.21,630000
2025-06-27,10,프리미엄 호텔 침구 세트,침실,60000.0,56600.0,0.0567,baseline,정가 운영,258254.56,240000
2025-06-28,1,감성 무드등,조명,39000.0,36855.0,0.055,baseline,정가 운영,321392.51,273000
2025-06-28,2,메모리폼 경추 베개,침실,29000.0,27550.0,0.05,baseline,정가 운영,333632.36,290000
2025-06-28,3,원목 핸들 머그컵,주방,15000.0,11250.0,0.25,discount,정가 운영,169667.51,135000
2025-06-28,4,무광 세라믹 접시 세트,주방,24000.0,21600.0,0.1,discount,정가 운영,186871.85,192000
2025-06-28,5,북유럽 패브릭 포스터,인테리어,12000.0,11520.0,0.04,baseline,정가 운영,101593.33,96000
2025-06-28,6,대용량 디퓨저,생활,20000.0,18800.0,0.06,baseline,정가 운영,207499.9,180000
2025-06-28,7,아로마 캔들 세트,생활,25000.0,18000.0,0.28,discount,정가 운영,318240.09,200000
2025-06-28,8,무선 미니 가습기,가전,35000.0,33075.0,0.055,baseline,정가 운영,192757.7,175000
2025-06-28,9,탁상용 저소음 선풍기,가전,45000.0,42750.0,0.05,baseline,정가 운영,644090.89,675000
2025-06-28,10,프리미엄 호텔 침구 세트,침실,60000.0,56200.0,0.0633,baseline,정가 운영,391123.44,360000
2025-06-29,1,감성 무드등,조명,39000.0,36270.0,0.07,baseline,정가 운영,368060.46,312000
2025-06-29,2,메모리폼 경추 베개,침실,29000.0,27356.67,0.0567,baseline,정가 운영,198892.67,174000
2025-06-29,3,원목 핸들 머그컵,주방,15000.0,10800.0,0.28,discount,정가 운영,118328.92,90000
2025-06-29,4,무광 세라믹 접시 세트,주방,24000.0,20880.0,0.13,discount,정가 운영,150560.03,144000
2025-06-29,5,북유럽 패브릭 포스터,인테리어,12000.0,11400.0,0.05,baseline,정가 운영,77469.97,72000
2025-06-29,6,대용량 디퓨저,생활,20000.0,18600.0,0.07,baseline,정가 운영,162874.65,140000
2025-06-29,7,아로마 캔들 세트,생활,25000.0,22500.0,0.1,discount,정가 운영,256117.7,225000
2025-06-29,8,무선 미니 가습기,가전,35000.0,32550.0,0.07,baseline,정가 운영,269635.32,245000
2025-06-29,9,탁상용 저소음 선풍기,가전,45000.0,42300.0,0.06,baseline,정가 운영,429189.68,450000
2025-06-29,10,프리미엄 호텔 침구 세트,침실,60000.0,55800.0,0.07,baseline,정가 운영,329485.73,300000
2025-06-30,1,감성 무드등,조명,39000.0,35685.0,0.085,discount,정가 운영,256459.7,234000
2025-06-30,2,메모리폼 경추 베개,침실,29000.0,27163.33,0.0633,baseline,정가 운영,151627.64,145000
2025-06-30,3,원목 핸들 머그컵,주방,15000.0,14100.0,0.06,discount,정가 운영,130504.19,165000
2025-06-30,4,무광 세라믹 접시 세트,주방,24000.0,21120.0,0.12,discount,정가 운영,205463.81,216000
2025-06-30,5,북유럽 패브릭 포스터,인테리어,12000.0,11280.0,0.06,baseline,정가 운영,48672.41,48000
2025-06-30,6,대용량 디퓨저,생활,20000.0,18400.0,0.08,baseline,정가 운영,174788.51,160000
2025-06-30,7,아로마 캔들 세트,생활,25000.0,22750.0,0.09,discount,정가 운영,205531.28,200000
2025-06-30,8,무선 미니 가습기,가전,35000.0,32025.0,0.085,discount,정가 운영,106516.85,105000
2025-06-30,9,탁상용 저소음 선풍기,가전,45000.0,41850.0,0.07,baseline,정가 운영,354205.96,405000
2025-06-30,10,프리미엄 호텔 침구 세트,침실,60000.0,58200.0,0.03,baseline,정가 운영,177626.72,180000
2025-07-01,1,감성 무드등,조명,39000.0,35100.0,0.1,discount,정가 운영,299092.88,273000
2025-07-01,2,메모리폼 경추 베개,침실,29000.0,26970.0,0.07,baseline,정가 운영,180792.5,174000
2025-07-01,3,원목 핸들 머그컵,주방,15000.0,13650.0,0.09,discount,정가 운영,152491.29,180000
2025-07-01,4,무광 세라믹 접시 세트,주방,24000.0,20400.0,0.15,discount,정가 운영,220694.33,216000
2025-07-01,5,북유럽 패브릭 포스터,인테리어,12000.0,11160.0,0.07,baseline,정가 운영,49471.95,48000
2025-07-01,6,대용량 디퓨저,생활,20000.0,19600.0,0.02,baseline,정가 운영,211616.01,200000
2025-07-01,7,아로마 캔들 세트,생활,25000.0,22000.0,0.12,discount,정가 운영,135758.4,125000
2025-07-01,8,무선 미니 가습기,가전,35000.0,31500.0,0.1,discount,정가 운영,248091.73,245000
2025-07-01,9,탁상용 저소음 선풍기,가전,45000.0,41400.0,0.08,baseline,정가 운영,315392.05,360000
2025-07-01,10,프리미엄 호텔 침구 세트,침실,60000.0,57800.0,0.0367,baseline,정가 운영,360210.8,360000
2025-07-02,1,감성 무드등,조명,39000.0,34515.0,0.115,discount,정가 운영,170726.34,156000
2025-07-02,2,메모리폼 경추 베개,침실,29000.0,31320.0,0.0,increase,정가 운영,79805.75,116000
2025-07-02,3,원목 핸들 머그컵,주방,15000.0,13200.0,0.12,discount,정가 운영,122152.57,135000
2025-07-02,4,무광 세라믹 접시 세트,주방,24000.0,19680.0,0.18,discount,정가 운영,236378.64,216000
2025-07-02,5,북유럽 패브릭 포스터,인테리어,12000.0,11040.0,0.08,baseline,정가 운영,75369.45,72000
2025-07-02,6,대용량 디퓨저,생활,20000.0,19400.0,0.03,baseline,정가 운영,149004.74,140000
2025-07-02,7,아로마 캔들 세트,생활,25000.0,21250.0,0.15,discount,정가 운영,199915.4,175000
2025-07-02,8,무선 미니 가습기,가전,35000.0,30975.0,0.115,discount,정가 운영,176931.83,175000
2025-07-02,9,탁상용 저소음 선풍기,가전,45000.0,44100.0,0.02,baseline,정가 운영,380419.77,450000
2025-07-02,10,프리미엄 호텔 침구 세트,침실,60000.0,64800.0,0.0,increase,정가 운영,249262.84,360000
2025-07-03,1,감성 무드등,조명,39000.0,33930.0,0.13,discount,정가 운영,255665.29,234000
2025-07-03,2,메모리폼 경추 베개,침실,29000.0,31320.0,0.0,increase,정가 운영,158115.26,232000
2025-07-03,3,원목 핸들 머그컵,주방,15000.0,12750.0,0.15,discount,정가 운영,159085.82,165000
2025-07-03,4,무광 세라믹 접시 세트,주방,24000.0,18960.0,0.21,discount,정가 운영,252508.1,216000
2025-07-03,5,북유럽 패브릭 포스터,인테리어,12000.0,11760.0,0.02,baseline,정가 운영,49044.13,48000
2025-07-03,6,대용량 디퓨저,생활,20000.0,19200.0,0.04,baseline,정가 운영,192461.49,180000
2025-07-03,7,아로마 캔들 세트,생활,25000.0,20500.0,0.18,discount,정가 운영,209398.64,175000
2025-07-03,8,무선 미니 가습기,가전,35000.0,30450.0,0.13,discount,정가 운영,212073.34,210000
2025-07-03,9,탁상용 저소음 선풍기,가전,45000.0,43650.0,0.03,baseline,정가 운영,382300.22,450000
2025-07-03,10,프리미엄 호텔 침구 세트,침실,60000.0,64800.0,0.0,increase,정가 운영,125989.65,180000
2025-07-04,1,감성 무드등,조명,39000.0,37440.0,0.04,baseline,정가 운영,213574.34,195000
2025-07-04,2,메모리폼 경추 베개,침실,29000.0,31320.0,0.0,increase,정가 운영,128179.24,174000
2025-07-04,3,원목 핸들 머그컵,주방,15000.0,11700.0,0.22,discount,정가 운영,162156.83,135000
2025-07-04,4,무광 세라믹 접시 세트,주방,24000.0,17280.0,0.28,discount,정가 운영,207200.19,144000
2025-07-04,5,북유럽 패브릭 포스터,인테리어,12000.0,11640.0,0.03,baseline,정가 운영,93593.17,84000
2025-07-04,6,대용량 디퓨저,생활,20000.0,19000.0,0.05,baseline,정가 운영,161252.54,140000
2025-07-04,7,아로마 캔들 세트,생활,25000.0,17000.0,0.32,discount,정가 운영,401476.11,250000
2025-07-04,8,무선 미니 가습기,가전,35000.0,33600.0,0.04,baseline,정가 운영,214200.26,210000
2025-07-04,9,탁상용 저소음 선풍기,가전,45000.0,43200.0,0.04,baseline,정가 운영,756232.33,810000
2025-07-04,10,프리미엄 호텔 침구 세트,침실,60000.0,64800.0,0.0,increase,정가 운영,230652.44,300000
2025-07-05,1,감성 무드등,조명,39000.0,36855.0,0.055,baseline,정가 운영,426854.96,390000
2025-07-05,2,메모리폼 경추 베개,침실,29000.0,31320.0,0.0,increase,정가 운영,127340.78,174000
2025-07-05,3,원목 핸들 머그컵,주방,15000.0,11250.0,0.25,discount,정가 운영,152406.68,120000
2025-07-05,4,무광 세라믹 접시 세트,주방,24000.0,21600.0,0.1,discount,정가 운영,201222.09,192000
2025-07-05,5,북유럽 패브릭 포스터,인테리어,12000.0,11520.0,0.04,baseline,정가 운영,67685.46,60000
2025-07-05,6,대용량 디퓨저,생활,20000.0,18800.0,0.06,baseline,정가 운영,184717.99,160000
2025-07-05,7,아로마 캔들 세트,생활,25000.0,16500.0,0.34,discount,정가 운영,327019.41,200000
2025-07-05,8,무선 미니 가습기,가전,35000.0,33075.0,0.055,baseline,정가 운영,214570.66,210000
2025-07-05,9,탁상용 저소음 선풍기,가전,45000.0,42750.0,0.05,baseline,정가 운영,804472.13,855000
2025-07-05,10,프리미엄 호텔 침구 세트,침실,60000.0,64800.0,0.0,increase,정가 운영,279861.76,360000
2025-07-06,1,감성 무드등,조명,39000.0,36270.0,0.07,baseline,정가 운영,426498.93,390000
2025-07-06,2,메모리폼 경추 베개,침실,29000.0,31320.0,0.0,increase,정가 운영,168880.78,232000
2025-07-06,3,원목 핸들 머그컵,주방,15000.0,10800.0,0.28,discount,정가 운영,120714.99,90000
2025-07-06,4,무광 세라믹 접시 세트,주방,24000.0,20880.0,0.13,discount,정가 운영,108375.56,96000
2025-07-06,5,북유럽 패브릭 포스터,인테리어,12000.0,11400.0,0.05,baseline,정가 운영,95842.48,84000
2025-07-06,6,대용량 디퓨저,생활,20000.0,18600.0,0.07,baseline,정가 운영,138703.91,120000
2025-07-06,7,아로마 캔들 세트,생활,25000.0,20750.0,0.17,discount,정가 운영,337077.52,275000
2025-07-06,8,무선 미니 가습기,가전,35000.0,32550.0,0.07,baseline,정가 운영,286817.43,280000
2025-07-06,9,탁상용 저소음 선풍기,가전,45000.0,42300.0,0.06,baseline,정가 운영,769112.44,810000
2025-07-06,10,프리미엄 호텔 침구 세트,침실,60000.0,64800.0,0.0,increase,정가 운영,424598.73,540000
2025-07-07,1,감성 무드등,조명,39000.0,35685.0,0.085,discount,정가 운영,196477.47,195000
2025-07-07,2,메모리폼 경추 베개,침실,29000.0,31320.0,0.0,increase,정가 운영,134829.17,203000
2025-07-07,3,원목 핸들 머그컵,주방,15000.0,14100.0,0.06,discount,정가 운영,97973.67,120000
2025-07-07,4,무광 세라믹 접시 세트,주방,24000.0,19440.0,0.19,discount,정가 운영,313030.33,264000
2025-07-07,5,북유럽 패브릭 포스터,인테리어,12000.0,11280.0,0.06,baseline,정가 운영,51520.19,48000
2025-07-07,6,대용량 디퓨저,생활,20000.0,18400.0,0.08,baseline,정가 운영,215132.13,200000
2025-07-07,7,아로마 캔들 세트,생활,25000.0,22750.0,0.09,discount,정가 운영,118990.52,125000
2025-07-07,8,무선 미니 가습기,가전,35000.0,32025.0,0.085,discount,정가 운영,131990.34,140000
2025-07-07,9,탁상용 저소음 선풍기,가전,45000.0,41850.0,0.07,baseline,정가 운영,277066.28,315000
2025-07-07,10,프리미엄 호텔 침구 세트,침실,60000.0,64800.0,0.0,increase,정가 운영,132233.8,180000
2025-07-08,1,감성 무드등,조명,39000.0,35100.0,0.1,discount,정가 운영,274620.27,273000
2025-07-08,2,메모리폼 경추 베개,침실,29000.0,26970.0,0.07,baseline,정가 운영,200940.29,203000
2025-07-08,3,원목 핸들 머그컵,주방,15000.0,12600.0,0.16,discount,정가 운영,168182.33,165000
2025-07-08,4,무광 세라믹 접시 세트,주방,24000.0,18720.0,0.22,discount,정가 운영,151802.2,120000
2025-07-08,5,북유럽 패브릭 포스터,인테리어,12000.0,11160.0,0.07,baseline,정가 운영,65010.62,60000
2025-07-08,6,대용량 디퓨저,생활,20000.0,19600.0,0.02,baseline,정가 운영,123979.73,120000
2025-07-08,7,아로마 캔들 세트,생활,25000.0,22000.0,0.12,discount,정가 운영,100235.03,100000
2025-07-08,8,무선 미니 가습기,가전,35000.0,31500.0,0.1,discount,정가 운영,99383.98,105000
2025-07-08,9,탁상용 저소음 선풍기,가전,45000.0,41400.0,0.08,baseline,정가 운영,400656.62,450000
2025-07-08,10,프리미엄 호텔 침구 세트,침실,60000.0,57800.0,0.0367,baseline,정가 운영,325748.09,300000
2025-07-09,1,감성 무드등,조명,39000.0,34515.0,0.115,discount,정가 운영,195902.59,195000
2025-07-09,2,메모리폼 경추 베개,침실,29000.0,28130.0,0.03,baseline,정가 운영,139288.0,145000
2025-07-09,3,원목 핸들 머그컵,주방,15000.0,12150.0,0.19,discount,정가 운영,147033.8,135000
2025-07-09,4,무광 세라믹 접시 세트,주방,24000.0,18000.0,0.25,discount,정가 운영,226022.81,168000
2025-07-09,5,북유럽 패브릭 포스터,인테리어,12000.0,11040.0,0.08,baseline,정가 운영,39327.41,36000
2025-07-09,6,대용량 디퓨저,생활,20000.0,19400.0,0.03,baseline,정가 운영,185548.2,180000
2025-07-09,7,아로마 캔들 세트,생활,25000.0,21250.0,0.15,discount,정가 운영,183995.03,175000
2025-07-09,8,무선 미니 가습기,가전,35000.0,30975.0,0.115,discount,정가 운영,66600.98,70000
